CAMPUS SAMAMBAIA,INSTITUTO DE FISICA,CALCULO NUMERICO,35T56
CAMPUS SAMAMBAIA,INSTITUTO DE FISICA,EDO,24T34
CAMPUS SAMAMBAIA,INTELIGENCIA ARTIFICIAL,PROBABILIDADE E ESTATISTICA A,24M45
CAMPUS SAMAMBAIA,QUIMICA BACHARELADO,ALGEBRA LINEAR,46M45
CAMPUS SAMAMBAIA,QUIMICA BACHARELADO,CALCULO 1A,246M23
CAMPUS SAMAMBAIA,QUIMICA BACHARELADO,CALCULO 2A,246M23
CAMPUS SAMAMBAIA,QUIMICA BACHARELADO,ESTATISTICA,35M23
CAMPUS SAMAMBAIA,QUIMICA LICENCIATURA,CALCULO 1B,35N45
CAMPUS SAMAMBAIA,QUIMICA LICENCIATURA,CALCULO 1B,46M23
CAMPUS SAMAMBAIA,QUIMICA LICENCIATURA,CALCULO 2B,46M23
CAMPUS SAMAMBAIA,RELACOES INTERNACIONAIS,PROBABILIDADE E ESTATISTICA,24M23
CAMPUS SAMAMBAIA,RELACOES PUBLICAS,INTRODUCAO A ESTATISTICA,46M23
CAMPUS SAMAMBAIA,SISTEMAS DE INFORMACAO,CALCULO 1A,246N45
CAMPUS SAMAMBAIA,ZOOTECNIA,CALCULO 1C,24T23
